,Цена на арматуру,Курс доллара,Производство арматуры Сортовой прокат_Арматура,Производство арматуры Сортовой прокат_Катанка,Производство сырья ЖРС_Аглоруда,Производство сырья ЖРС_Концентрат,Производство сырья ЖРС_Окатыши,Производство сырья Концентрат коксующегося угля_Жирные,Производство сырья Концентрат коксующегося угля_Отощающие,Производство сырья Металлизованная продукция_ГБЖ,Производство сырья Металлизованная продукция_ПВЖ,Производство сырья Рядовой коксующийся уголь_Газовые,Производство сырья Рядовой коксующийся уголь_Жирные,Производство сырья Рядовой коксующийся уголь_Отощающие,Производство сырья Сталь_Конвертер,Производство сырья Сталь_Сталь всего,Производство сырья Сталь_Электропечь,Производство сырья Чугун_Чугун,ПотреблениеЖРС_Агломерат,ПотреблениеЖРС_Окатыши,ПотреблениеЖРС_Аглоруда,Поставки Сортовой прокат_Арматура,Поставки Сортовой прокат_Катанка,Поставки Сортовой прокат_Прутки прочие,Поставки Концентрат коксующегося угля_Отощающие,Поставки Чугун_Литейный чугун,Поставки Чугун_Передельный чугун,Поставки ЖРС_Агломерат,Поставки ЖРС_Аглоруда,Поставки ЖРС_Окатыши,Спрос ЖРС_Агломерат,Спрос ЖРС_Аглоруда,Спрос ЖРС_Окатыши,Спрос Концентрат коксующегося угля_Отощающие,Импорт сырья ЖРС_Окатыши,Импорт сырья Концентрат коксующегося угля_Коксовые,Импорт арматуры Сортовой прокат_Катанка,Импорт арматуры Сортовой прокат_Прутки прочие,Экспорт сырья ЖРС_Концентрат,Экспорт сырья Кокс_Кокс доменный,Экспорт сырья Концентрат коксующегося угля_Коксовые,Экспорт сырья Металлизованная продукция_ГБЖ,Экспорт сырья Чугун_Литейный чугун,Экспорт сырья Чугун_Передельный чугун,Экспорт арматуры Сортовой прокат_Арматура,Экспорт арматуры Сортовой прокат_Катанка,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_3А, РФ CPT авто Центральный ФО, руб./т, без НДС","Лом_3А, РФ CPT авто Уральский ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_3А, РФ CPT авто Южный ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","ГБЖ_Россия, FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Чугун_FOB Россия Дальневосточные порты, $/т","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",Импорт цемента ЖД,Экспорт цемента ЖД,Отгрузка цемента хоппер ЖД,Отгрузка цемента остальные ЖД,Производство цемента,Импорт цемента,Экспорт цемента,Потребление цемента,Отгрузка цемента,Цена цемента с НДС,Цена цемента без НДС,Производство бетона РФ,Производство бетона МО,Производство бетона СПБ,Цена на бензин,Цена на дт
310,51000,73.1195,723,255,406,9994,4890,3705,276,388,277,299,4833,1346,3842,6101,2125,4313,313,2712,383,575,201,197,61,1,24,312,382,2494,312,382,2712,61,218,43,21.0,4.0,378,56,28,20,0,155,148,56,4850,330,21464,19187,21376,137,474.0,4050.0,147.0,,,340,320,440,,380,3225,,20299,121.5,5300,,9550,20457,5725,470,3440.0,6635.0,24600,121,8450.0,327.5,21786,4750.0,360,435.0,4680,3850.0,460.0,481.0,8184.0,6382.0,3442.0,57.0,95.0,130.0,117.0,145.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,45.94,46.87
311,58000,73.3155,723,255,406,9994,4890,3705,276,388,277,299,4833,1346,3842,6101,2125,4313,313,2712,383,575,201,197,61,1,24,312,382,2494,312,382,2712,61,218,43,21.0,4.0,378,56,28,20,0,155,148,56,4850,372,22924,19772,22459,153,490.0,4050.0,157.0,,,380,365,485,,390,3225,,21377,137.5,5300,,9550,21690,5725,490,3440.0,6635.0,24600,122,8450.0,357.5,22629,4750.0,400,440.0,4680,3850.0,482.5,506.0,8184.0,6382.0,3442.0,57.0,95.0,130.0,117.0,145.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,45.94,46.87
312,61000,73.6921,723,255,406,9994,4890,3705,276,388,277,299,4833,1346,3842,6101,2125,4313,313,2712,383,575,201,197,61,1,24,312,382,2494,312,382,2712,61,218,43,21.0,4.0,378,56,28,20,0,155,148,56,4850,415,24467,20725,23828,158,500.0,4050.0,163.0,,,418,405,505,,455,3225,,22925,142.5,5300,,9550,23142,5725,515,3440.0,6635.0,24600,123,8450.0,387.5,23676,4750.0,440,445.0,4680,3850.0,517.5,527.5,8184.0,6382.0,3442.0,57.0,95.0,130.0,117.0,145.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,45.94,46.87
313,61000,73.8757,723,255,406,9994,4890,3705,276,388,277,299,4833,1346,3842,6101,2125,4313,313,2712,383,575,201,197,61,1,24,312,382,2494,312,382,2712,61,218,43,21.0,4.0,378,56,28,20,0,155,148,56,4850,442,26167,22224,26123,168,510.0,4050.0,184.0,,,447,433,535,,475,3225,,24565,152.5,5300,,9550,25395,5725,540,3440.0,6635.0,24600,126,8450.0,407.5,25382,4750.0,470,455.0,4680,3850.0,555.0,562.5,8216.0,6236.0,3432.0,56.0,94.0,131.0,148.5,175.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,45.94,46.87
314,61000,,638,243,411,9950,4814,3235,295,370,274,286,4361,1564,3815,6016,1999,4264,307,2580,349,512,177,196,89,2,19,307,350,2396,307,350,2579,89,183,71,13.0,3.0,376,43,212,0,0,211,129,65,4850,450,27485,23365,27402,161,522.5,4050.0,181.0,,,454,440,535,,475,3225,,26082,145.5,5300,,9550,26802,5725,540,3440.0,6635.0,24600,129,8450.0,412.5,27156,4750.0,477,460.0,4680,3850.0,555.0,562.5,8216.0,6236.0,3432.0,56.0,94.0,131.0,148.5,175.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,45.99,47.07
315,62000,73.5453,638,243,411,9950,4814,3235,295,370,274,286,4361,1564,3815,6016,1999,4264,307,2580,349,512,177,196,89,2,19,307,350,2396,307,350,2579,89,183,71,13.0,3.0,376,43,212,0,0,211,129,65,5050,455,27884,23572,28007,168,545.0,4350.0,190.0,,,457,443,550,,480,3425,,26461,152.5,6850,,11350,27134,6325,555,4025.0,8100.0,32375,131,9885.0,412.5,27967,6250.0,480,505.0,5370,4100.0,572.5,567.5,8216.0,6236.0,3432.0,56.0,94.0,131.0,148.5,175.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,45.99,47.07
316,62000,74.3615,638,243,411,9950,4814,3235,295,370,274,286,4361,1564,3815,6016,1999,4264,307,2580,349,512,177,196,89,2,19,307,350,2396,307,350,2579,89,183,71,13.0,3.0,376,43,212,0,0,211,129,65,5050,440,27893,24195,28134,171,545.0,4350.0,194.0,,,445,428,550,,480,3425,,26348,155.5,6850,,11350,27297,6325,555,4025.0,8100.0,32375,138,9885.0,402.5,27545,6250.0,465,512.5,5370,4100.0,572.5,562.5,8216.0,6236.0,3432.0,56.0,94.0,131.0,148.5,175.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,45.99,47.07
317,59000,76.2527,723,255,406,9994,4890,3705,276,388,277,299,4833,1346,3842,6101,2125,4313,313,2712,383,575,201,197,61,1,24,312,382,2494,312,382,2712,61,218,43,21.0,4.0,378,56,28,20,0,155,148,56,5050,410,28573,25479,28415,170,535.0,4350.0,196.0,,,414,403,520,,455,3425,,27178,154.5,6850,,11350,27647,6325,525,4025.0,8100.0,32375,151,9885.0,382.5,27983,6250.0,440,512.5,5370,4100.0,540.0,545.0,8216.0,6236.0,3432.0,56.0,94.0,131.0,148.5,175.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,45.94,46.87
318,55000,75.1107,638,243,411,9950,4814,3235,295,370,274,286,4361,1564,3815,6016,1999,4264,307,2580,349,512,177,196,89,2,19,307,350,2396,307,350,2579,89,183,71,13.0,3.0,376,43,212,0,0,211,129,65,5050,380,28416,25579,28503,163,520.0,4350.0,192.0,,,392,380,490,,417,3425,,27494,147.5,6850,,11350,27662,6325,505,4025.0,8100.0,32375,171,9885.0,367.5,28246,6250.0,415,505.0,5370,4100.0,520.0,515.0,9443.0,7682.0,4008.0,64.0,118.0,151.0,166.0,189.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,45.99,47.07
319,51500,73.9378,708,266,446,10117,4864,3750,277,415,292,261,4858,1579,4338,6633,2180,4510,324,2778,456,531,192,181,71,2,16,324,456,2566,324,458,2777,71,211,69,5.0,6.0,313,80,120,30,0,319,178,75,7000,366,28187,25285,28002,154,510.0,5950.0,183.0,,,370,363,480,,397,5150,,27253,138.5,7950,,14500,27102,8375,495,6600.0,9585.0,29875,172,11515.0,367.5,28177,8000.0,398,505.0,7000,4900.0,517.5,505.0,9443.0,7682.0,4008.0,64.0,118.0,151.0,166.0,189.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,46.76,47.45
320,48500,73.9833,708,266,446,10117,4864,3750,277,415,292,261,4858,1579,4338,6633,2180,4510,324,2778,456,531,192,181,71,2,16,324,456,2566,324,458,2777,71,211,69,5.0,6.0,313,80,120,30,0,319,178,75,7000,375,26751,24914,26993,164,522.5,5950.0,189.0,,,375,370,485,,415,5150,,26000,148.5,7950,,14500,25834,8375,500,6600.0,9585.0,29875,165,11515.0,382.5,27643,8000.0,407,485.0,7000,4900.0,520.0,527.5,9443.0,7682.0,4008.0,64.0,118.0,151.0,166.0,189.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,46.76,47.45
321,48000,,708,266,446,10117,4864,3750,277,415,292,261,4858,1579,4338,6633,2180,4510,324,2778,456,531,192,181,71,2,16,324,456,2566,324,458,2777,71,211,69,5.0,6.0,313,80,120,30,0,319,178,75,7000,387,25897,24774,25779,170,530.0,5950.0,190.0,,,388,380,500,,440,5150,,25440,154.5,7950,,14500,24638,8375,520,6600.0,9585.0,29875,159,11515.0,397.5,27158,8000.0,418,485.0,7000,4900.0,520.0,545.0,9443.0,7682.0,4008.0,64.0,118.0,151.0,166.0,189.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,46.76,47.45
322,49000,74.4275,792,296,484,10227,4917,4002,303,417,290,294,5079,1269,4154,6467,2202,4446,330,2659,393,636,190,170,63,1,15,330,394,2476,330,394,2659,63,183,96,7.0,4.0,419,28,200,30,0,15,159,105,7000,415,26494,24850,25524,174,544.0,5950.0,195.0,,,417,410,510,,445,5150,,25314,162.5,7950,,14500,24653,8375,525,6600.0,9585.0,29875,154,11515.0,422.5,27240,8000.0,445,525.0,7000,4900.0,542.5,556.5,11218.0,9905.0,6679.0,93.0,152.0,179.0,167.0,191.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,47.17,47.77
323,50500,73.5081,792,296,484,10227,4917,4002,303,417,290,294,5079,1269,4154,6467,2202,4446,330,2659,393,636,190,170,63,1,15,330,394,2476,330,394,2659,63,183,96,7.0,4.0,419,28,200,30,0,15,159,105,8250,425,26694,25336,26096,176,570.0,6600.0,201.0,,,425,422,520,,460,5700,,26011,164.5,8450,,19500,25029,8475,546,4075.0,9425.0,30875,148,11575.0,437.5,27254,7800.0,460,555.0,7440,5900.0,562.5,569.0,11218.0,9905.0,6679.0,93.0,152.0,179.0,167.0,191.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,47.17,47.77
324,50800,74.139,792,296,484,10227,4917,4002,303,417,290,294,5079,1269,4154,6467,2202,4446,330,2659,393,636,190,170,63,1,15,330,394,2476,330,394,2659,63,183,96,7.0,4.0,419,28,200,30,0,15,159,105,8250,405,26961,26291,26877,168,557.5,6600.0,194.0,,,412,407,530,,460,5700,,26177,156.5,8450,,19500,25843,8475,546,4075.0,9425.0,30875,142,11575.0,432.5,27738,7800.0,445,555.0,7440,5900.0,560.0,560.0,11218.0,9905.0,6679.0,93.0,152.0,179.0,167.0,191.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,47.17,47.77
325,51500,75.7576,792,296,484,10227,4917,4002,303,417,290,294,5079,1269,4154,6467,2202,4446,330,2659,393,636,190,170,63,1,15,330,394,2476,330,394,2659,63,183,96,7.0,4.0,419,28,200,30,0,15,159,105,8250,390,27526,26498,27680,164,559.0,6600.0,190.5,,,400,390,530,,434,5700,,26624,152.5,8450,,19500,26670,8475,545,4075.0,9425.0,30875,138,11575.0,427.5,28137,7800.0,427,542.5,7440,5900.0,557.5,567.5,11218.0,9905.0,6679.0,93.0,152.0,179.0,167.0,191.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,47.17,47.77
326,53500,76.0734,792,296,484,10227,4917,4002,303,417,290,294,5079,1269,4154,6467,2202,4446,330,2659,393,636,190,170,63,1,15,330,394,2476,330,394,2659,63,183,96,7.0,4.0,419,28,200,30,0,15,159,105,8250,382,28225,27172,28656,160,555.0,6600.0,190.5,,,393,380,530,,438,5700,,27371,148.5,8450,,19500,27585,8475,545,4075.0,9425.0,30875,136,11575.0,425.0,28832,7800.0,417,547.5,7440,5900.0,557.5,565.0,11388.0,9677.0,4524.0,71.0,147.0,182.0,169.0,195.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,47.17,47.77
327,54500,77.1657,655,302,458,9071,4633,3473,389,378,262,408,5293,1148,3999,6110,1993,4101,304,2440,392,478,217,176,76,0,23,304,393,2276,304,393,2439,76,163,95,9.0,5.0,346,21,243,23,0,13,178,85,8600,393,28804,27524,28998,167,556.0,7150.0,201.5,,,400,390,510,,442,6250,,27728,155.5,9500,,21850,27967,8475,545,4550.0,10375.0,37600,138,12825.0,425.0,29311,7800.0,428,547.5,7870,6650.0,549.0,563.5,11388.0,9677.0,4524.0,71.0,147.0,182.0,169.0,195.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,47.71,48.17
328,58500,75.5535,655,302,458,9071,4633,3473,389,378,262,408,5293,1148,3999,6110,1993,4101,304,2440,392,478,217,176,76,0,23,304,393,2276,304,393,2439,76,163,95,9.0,5.0,346,21,243,23,0,13,178,85,8600,398,28948,27737,28730,171,558.5,7150.0,205.5,,,407,392,520,,455,6250,,27676,159.5,9500,,21850,27727,8475,550,4550.0,10375.0,37600,138,12825.0,427.5,29418,7800.0,431,547.5,7870,6650.0,567.5,562.5,11388.0,9677.0,4524.0,71.0,147.0,182.0,169.0,195.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,47.71,48.17
329,60500,75.0893,655,302,458,9071,4633,3473,389,378,262,408,5293,1148,3999,6110,1993,4101,304,2440,392,478,217,176,76,0,23,304,393,2276,304,393,2439,76,163,95,9.0,5.0,346,21,243,23,0,13,178,85,8600,395,28798,27700,28318,175,570.0,7150.0,210.0,,,405,388,540,,460,6250,,27420,158.5,9500,,21850,27434,8475,550,4550.0,10375.0,37600,138,12825.0,427.5,29405,7800.0,428,547.5,7870,6650.0,572.5,563.0,11388.0,9677.0,4524.0,71.0,147.0,182.0,169.0,195.0,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,47.71,48.17
330,62500,74.8451,655,302,458,9071,4633,3473,389,378,262,408,5293,1148,3999,6110,1993,4101,304,2440,392,478,217,176,76,0,23,304,393,2276,304,393,2439,76,163,95,9.0,5.0,346,21,243,23,0,13,178,85,8600,395,28571,27709,27879,185,574.0,7150.0,219.0,,,407,388,540,,456,6250,,27481,160.0,9500,,21850,26981,8475,565,4550.0,10375.0,37600,138,12825.0,431.5,29309,7800.0,425,547.5,7870,6650.0,572.5,580.0,12736.0,10537.0,4439.0,70.0,160.0,205.0,183.5,222.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,47.71,48.17
331,63500,74.1373,792,341,420,10473,5225,3147,509,426,291,521,4595,1513,4354,6718,2246,4675,333,2841,436,600,191,190,83,2,25,333,435,2670,333,435,2842,83,172,131,1.0,5.0,369,25,354,30,6,154,193,150,8600,405,28138,27722,27484,191,581.0,7150.0,228.0,,,415,400,560,,466,6250,,27325,166.0,9500,,21850,26450,8475,580,4550.0,10375.0,37600,138,12825.0,440.0,29031,7800.0,438,572.5,7870,6650.0,577.5,590.0,12736.0,10537.0,4439.0,70.0,160.0,205.0,183.5,222.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,48.12,48.37
332,67000,73.9968,792,341,420,10473,5225,3147,509,426,291,521,4595,1513,4354,6718,2246,4675,333,2841,436,600,191,190,83,2,25,333,435,2670,333,435,2842,83,172,131,1.0,5.0,369,25,354,30,6,154,193,150,8600,437,27905,27700,27155,197,607.5,7150.0,233.0,,,445,432,590,,471,6250,,27092,172.0,9500,,22250,26104,8475,600,4675.0,10050.0,37600,140,14025.0,462.5,28821,7800.0,470,595.0,7870,6650.0,617.5,613.5,12736.0,10537.0,4439.0,70.0,160.0,205.0,183.5,222.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,48.12,48.37
333,71900,73.5803,792,341,420,10473,5225,3147,509,426,291,521,4595,1513,4354,6718,2246,4675,333,2841,436,600,191,190,83,2,25,333,435,2670,333,435,2842,83,172,131,1.0,5.0,369,25,354,30,6,154,193,150,8600,471,27865,27883,27257,225,672.5,7150.0,256.0,,,480,467,630,,525,6250,,27165,200.0,9500,,22250,26160,8475,660,4675.0,10050.0,37600,149,14025.0,497.5,29010,7800.0,503,652.5,7870,6650.0,655.0,665.0,12736.0,10537.0,4439.0,70.0,160.0,205.0,183.5,222.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,48.12,48.37
334,71900,73.587,655,302,458,9071,4633,3473,389,378,262,408,5293,1148,3999,6110,1993,4101,304,2440,392,478,217,176,76,0,23,304,393,2276,304,393,2439,76,163,95,9.0,5.0,346,21,243,23,0,13,178,85,8600,473,28524,28571,27865,213,675.0,7150.0,244.0,,,482,470,630,,535,6250,,27588,188.0,9500,,22250,26709,8475,640,4675.0,10050.0,37600,165,14025.0,500.0,29303,7800.0,507,665.0,7870,6650.0,657.5,670.0,12736.0,10537.0,4439.0,70.0,160.0,205.0,183.5,222.5,40.751,27.53,987.5400000001076,201.7569999999968,2.3891,52.331737,31.49115,2.290940587,1.189297,3769.2,4968.1,1.91978113,223.405,198.589,47.71,48.17
335,72500,73.2721,792,341,420,10473,5225,3147,509,426,291,521,4595,1513,4354,6718,2246,4675,333,2841,436,600,191,190,83,2,25,333,435,2670,333,435,2842,83,172,131,1.0,5.0,369,25,354,30,6,154,193,150,8600,475,29326,28883,28807,189,672.5,7150.0,224.0,,,483,475,630,,518,6250,,28134,164.0,9500,,22250,27659,8475,640,4675.0,10050.0,37600,180,14025.0,506.0,29809,7800.0,510,635.0,7870,6650.0,657.5,667.5,13956.0,10279.0,4420.0,72.0,158.0,224.0,204.0,248.5,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,48.12,48.37
336,74000,71.6797,800,347,460,10272,4981,3227,463,352,281,491,4518,1323,4133,6430,2160,4479,328,2910,491,620,200,193,95,2,26,328,491,2632,328,491,2832,95,278,93,0.0,5.0,357,16,383,20,7,47,178,146,8600,468,29672,28805,29278,207,662.5,7150.0,241.0,,,478,468,620,,508,6250,,28352,182.0,9500,,24750,28162,8475,635,5390.0,12000.0,38350,190,16750.0,501.5,30160,7800.0,503,635.0,7870,6650.0,652.5,660.0,13956.0,10279.0,4420.0,72.0,158.0,224.0,204.0,248.5,105.525,58.226,1495.350999999716,446.9529999999978,3.8468,125.5901,64.99075,3.98419935,1.942304,3790.64,5299.51,2.83792913,424.112,254.893,48.25,48.39
337,74000,72.2216,800,347,460,10272,4981,3227,463,352,281,491,4518,1323,4133,6430,2160,4479,328,2910,491,620,200,193,95,2,26,328,491,2632,328,491,2832,95,278,93,0.0,5.0,357,16,383,20,7,47,178,146,8600,469,29561,28242,29330,213,656.0,7150.0,246.0,,,475,469,630,,515,6250,,28373,187.0,9500,,24750,28260,8475,635,5390.0,12000.0,38350,196,16750.0,520.0,30148,7800.0,504,635.0,7870,6650.0,669.5,653.5,13956.0,10279.0,4420.0,72.0,158.0,224.0,204.0,248.5,105.525,58.226,1495.350999999716,446.9529999999978,3.8468,125.5901,64.99075,3.98419935,1.942304,3790.64,5299.51,2.83792913,424.112,254.893,48.25,48.39
338,74000,72.1694,800,347,460,10272,4981,3227,463,352,281,491,4518,1323,4133,6430,2160,4479,328,2910,491,620,200,193,95,2,26,328,491,2632,328,491,2832,95,278,93,0.0,5.0,357,16,383,20,7,47,178,146,8600,463,29375,27722,29190,219,661.5,7150.0,253.0,,,461,465,630,,515,6250,,28202,192.0,9500,,24750,28003,8475,640,5390.0,12000.0,38350,201,16750.0,520.0,30128,7800.0,500,635.0,7870,6650.0,657.5,658.0,13956.0,10279.0,4420.0,72.0,158.0,224.0,204.0,248.5,105.525,58.226,1495.350999999716,446.9529999999978,3.8468,125.5901,64.99075,3.98419935,1.942304,3790.64,5299.51,2.83792913,424.112,254.893,48.25,48.39
339,74000,73.6175,800,347,460,10272,4981,3227,463,352,281,491,4518,1323,4133,6430,2160,4479,328,2910,491,620,200,193,95,2,26,328,491,2632,328,491,2832,95,278,93,0.0,5.0,357,16,383,20,7,47,178,146,8600,457,29065,26673,28969,214,655.0,7150.0,250.0,,,459,462,615,,513,6250,,27807,187.0,9500,,24750,27679,8475,605,5390.0,12000.0,38350,211,16750.0,517.5,30111,7800.0,497,635.0,7870,6650.0,642.5,652.5,16293.0,12288.0,5231.0,82.0,188.0,262.0,218.0,265.0,105.525,58.226,1495.350999999716,446.9529999999978,3.8468,125.5901,64.99075,3.98419935,1.942304,3790.64,5299.51,2.83792913,424.112,254.893,48.25,48.39
340,73500,74.4675,867,361,507,10787,5205,3171,409,329,227,373,4473,1401,4184,6562,2256,4630,318,2898,469,691,219,193,131,0,29,318,470,2603,318,470,2803,131,293,81,0.0,8.0,376,16,210,20,9,46,177,141,11800,456,27776,25813,27889,218,660.0,10500.0,259.0,,,459,460,615,,518,9500,,26924,191.0,14500,,28500,26892,10150,600,5475.0,12090.0,42500,220,16450.0,517.5,29662,10800.0,498,635.0,10930,9500.0,641.5,670.0,16293.0,12288.0,5231.0,82.0,188.0,262.0,218.0,265.0,125.093,88.93,1754.57599999952,573.1330000000075,4.855899999999999,182.176201,105.9659,4.933510301,2.327709,3853.3,5031.96,3.30228113,492.623,301.091,48.52,48.59
341,72500,74.1656,867,361,507,10787,5205,3171,409,329,227,373,4473,1401,4184,6562,2256,4630,318,2898,469,691,219,193,131,0,29,318,470,2603,318,470,2803,131,293,81,0.0,8.0,376,16,210,20,9,46,177,141,11800,453,26909,25816,27063,220,662.5,10500.0,260.0,,,457,458,615,,518,9500,,26257,193.0,14500,,28500,25966,10150,585,5475.0,12090.0,42500,227,16450.0,512.5,28463,10800.0,496,627.5,10930,9500.0,625.0,667.5,16293.0,12288.0,5231.0,82.0,188.0,262.0,218.0,265.0,125.093,88.93,1754.57599999952,573.1330000000075,4.855899999999999,182.176201,105.9659,4.933510301,2.327709,3853.3,5031.96,3.30228113,492.623,301.091,48.52,48.59
